[WARN ] 2018-11-06T09:31:40,176Z [Thread-2 (ActiveMQ-server-org.apache.activemq.artemis.core.server.impl.ActiveMQServerImpl$3@3c5cb013)] core.client.fail - AMQ212037: Connection failure has been detected: AMQ119014: Did not receive data from /2a01:4c8:102b:f582:71e2:d233:eb05:4905:59872 within the 60,000ms connection TTL. The connection will now be closed. [code=CONNECTION_TIMEDOUT] {}
[WARN ] 2018-11-06T09:31:25,029Z [HikariPool-1 housekeeper] pool.HikariPool.run - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=11h41m20s102ms). {}
[INFO ] 2018-11-06T10:26:25,671Z [nioEventLoopGroup-2-12] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:25,672Z [nioEventLoopGroup-2-15] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:26,489Z [nioEventLoopGroup-2-14] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:26,490Z [nioEventLoopGroup-2-17] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:26,675Z [nioEventLoopGroup-2-16] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:26,678Z [nioEventLoopGroup-2-19] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:27,492Z [nioEventLoopGroup-2-18] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:27,494Z [nioEventLoopGroup-2-21] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:27,679Z [nioEventLoopGroup-2-20] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:27,680Z [nioEventLoopGroup-2-23] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:28,497Z [nioEventLoopGroup-2-22] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:28,498Z [nioEventLoopGroup-2-1] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:28,681Z [nioEventLoopGroup-2-24] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:28,682Z [nioEventLoopGroup-2-3] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:29,500Z [nioEventLoopGroup-2-2] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:29,501Z [nioEventLoopGroup-2-5] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:29,684Z [nioEventLoopGroup-2-4] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:29,685Z [nioEventLoopGroup-2-7] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:30,502Z [nioEventLoopGroup-2-6] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:30,503Z [nioEventLoopGroup-2-9] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:30,688Z [nioEventLoopGroup-2-8] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:30,689Z [nioEventLoopGroup-2-11] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:31,504Z [nioEventLoopGroup-2-10] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:31,505Z [nioEventLoopGroup-2-13] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:31,689Z [nioEventLoopGroup-2-12] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:31,691Z [nioEventLoopGroup-2-15] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:32,509Z [nioEventLoopGroup-2-14] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:32,511Z [nioEventLoopGroup-2-17] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:32,692Z [nioEventLoopGroup-2-16] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:32,693Z [nioEventLoopGroup-2-19] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:33,514Z [nioEventLoopGroup-2-18] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:33,516Z [nioEventLoopGroup-2-21] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:33,694Z [nioEventLoopGroup-2-20] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:33,696Z [nioEventLoopGroup-2-23] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:34,521Z [nioEventLoopGroup-2-22] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:34,522Z [nioEventLoopGroup-2-1] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:34,700Z [nioEventLoopGroup-2-24] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:34,702Z [nioEventLoopGroup-2-3] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:35,523Z [nioEventLoopGroup-2-2] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:35,524Z [nioEventLoopGroup-2-5] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:35,704Z [nioEventLoopGroup-2-4] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:35,706Z [nioEventLoopGroup-2-7] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:36,527Z [nioEventLoopGroup-2-6] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:36,529Z [nioEventLoopGroup-2-9] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:36,710Z [nioEventLoopGroup-2-8] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:36,712Z [nioEventLoopGroup-2-11] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:37,529Z [nioEventLoopGroup-2-10] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:37,533Z [nioEventLoopGroup-2-13] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:37,714Z [nioEventLoopGroup-2-12] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:37,715Z [nioEventLoopGroup-2-15] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:38,538Z [nioEventLoopGroup-2-14] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:38,539Z [nioEventLoopGroup-2-17] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:38,719Z [nioEventLoopGroup-2-16] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:38,720Z [nioEventLoopGroup-2-19] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:39,540Z [nioEventLoopGroup-2-18] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:39,541Z [nioEventLoopGroup-2-21] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:39,721Z [nioEventLoopGroup-2-20] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:39,723Z [nioEventLoopGroup-2-23] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:40,542Z [nioEventLoopGroup-2-22] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:40,543Z [nioEventLoopGroup-2-1] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:40,723Z [nioEventLoopGroup-2-24] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:40,724Z [nioEventLoopGroup-2-3] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:41,547Z [nioEventLoopGroup-2-2] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:41,549Z [nioEventLoopGroup-2-5] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:41,727Z [nioEventLoopGroup-2-4] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:41,730Z [nioEventLoopGroup-2-7] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:42,550Z [nioEventLoopGroup-2-6] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:42,553Z [nioEventLoopGroup-2-9] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:42,730Z [nioEventLoopGroup-2-8] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:42,734Z [nioEventLoopGroup-2-11] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:43,557Z [nioEventLoopGroup-2-10] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:43,561Z [nioEventLoopGroup-2-13] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:43,734Z [nioEventLoopGroup-2-12] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:43,736Z [nioEventLoopGroup-2-15] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:44,564Z [nioEventLoopGroup-2-14] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:44,567Z [nioEventLoopGroup-2-17] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:44,737Z [nioEventLoopGroup-2-16] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:44,939Z [nioEventLoopGroup-2-19] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:45,572Z [nioEventLoopGroup-2-18] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:45,576Z [nioEventLoopGroup-2-21] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:45,943Z [nioEventLoopGroup-2-20] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:45,945Z [nioEventLoopGroup-2-23] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:46,578Z [nioEventLoopGroup-2-22] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:46,582Z [nioEventLoopGroup-2-1] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:46,950Z [nioEventLoopGroup-2-24] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:46,953Z [nioEventLoopGroup-2-3] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:47,583Z [nioEventLoopGroup-2-2] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:47,587Z [nioEventLoopGroup-2-5] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:47,956Z [nioEventLoopGroup-2-4] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:47,958Z [nioEventLoopGroup-2-7] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:48,590Z [nioEventLoopGroup-2-6] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:48,595Z [nioEventLoopGroup-2-9] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:48,961Z [nioEventLoopGroup-2-8] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:48,964Z [nioEventLoopGroup-2-11] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:49,600Z [nioEventLoopGroup-2-10] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:49,601Z [nioEventLoopGroup-2-13] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:49,967Z [nioEventLoopGroup-2-12] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:49,969Z [nioEventLoopGroup-2-15] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:50,605Z [nioEventLoopGroup-2-14] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:50,606Z [nioEventLoopGroup-2-17] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:50,972Z [nioEventLoopGroup-2-16] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:50,973Z [nioEventLoopGroup-2-19] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:51,609Z [nioEventLoopGroup-2-18] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:51,611Z [nioEventLoopGroup-2-21] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:51,974Z [nioEventLoopGroup-2-20] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:51,976Z [nioEventLoopGroup-2-23] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:52,615Z [nioEventLoopGroup-2-22] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:52,619Z [nioEventLoopGroup-2-1] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:52,980Z [nioEventLoopGroup-2-24] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:52,982Z [nioEventLoopGroup-2-3] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:53,622Z [nioEventLoopGroup-2-2] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:53,625Z [nioEventLoopGroup-2-5] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:53,985Z [nioEventLoopGroup-2-4] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:53,990Z [nioEventLoopGroup-2-7] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:54,630Z [nioEventLoopGroup-2-6] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:54,634Z [nioEventLoopGroup-2-9] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:54,991Z [nioEventLoopGroup-2-8] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:54,992Z [nioEventLoopGroup-2-11] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:55,636Z [nioEventLoopGroup-2-10] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:55,641Z [nioEventLoopGroup-2-13] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:55,996Z [nioEventLoopGroup-2-12] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:55,999Z [nioEventLoopGroup-2-15] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:56,642Z [nioEventLoopGroup-2-14] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:56,647Z [nioEventLoopGroup-2-17] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:57,000Z [nioEventLoopGroup-2-16] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:57,002Z [nioEventLoopGroup-2-19] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:57,650Z [nioEventLoopGroup-2-18] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:57,654Z [nioEventLoopGroup-2-21] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:58,004Z [nioEventLoopGroup-2-20] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:58,010Z [nioEventLoopGroup-2-23] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:58,657Z [nioEventLoopGroup-2-22] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:58,660Z [nioEventLoopGroup-2-1] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:59,013Z [nioEventLoopGroup-2-24] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:59,017Z [nioEventLoopGroup-2-3] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:26:59,661Z [nioEventLoopGroup-2-2] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:26:59,662Z [nioEventLoopGroup-2-5] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
[INFO ] 2018-11-06T10:27:00,021Z [nioEventLoopGroup-2-4] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:27:00,024Z [nioEventLoopGroup-2-7] netty.AMQPClient.operationComplete - Failed to connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10009 {}
[INFO ] 2018-11-06T10:27:00,666Z [nioEventLoopGroup-2-6] netty.AMQPClient.run - Retry connect to [2a01:4c8:102b:f582:71e2:d233:eb05:4905%en0]:10006 {}
